code,name,city,region
STN,Stansted,London,United Kingdom
RYB,Staroselye Airport,Rybinsk,Russia
STA,Stauning,Stauning,Denmark
SCV,Stefan Cel Mare,Suceava,Romania
SML,Stella Maris,Stella Maris,Bahamas
BKD,Stephens Co,Breckenridge,United States
YJT,Stephenville,Stephenville,Canada
SWF,Stewart Intl,Newburgh,United States
SCK,Stockton Metropolitan,Stockton,United States
SSJ,Stokka,Sandnessjoen,Norway
YSF,Stony Rapids Airport,Stony Rapids,Canada
SYY,Stornoway,Stornoway,United Kingdom
SQO,Storuman Airport,\N,Sweden
WRO,Strachowice,Wroclaw,Poland
SRN,Strahan Airport,\N,Australia
GOJ,Strigino,Nizhniy Novgorod,Russia
SOY,Stronsay Airport,Stronsay,United Kingdom
MMX,Sturup,Malmoe,Sweden
ZWS,Stuttgart Railway Station,Stuttgart,Germany
STR,Stuttgart,Stuttgart,Germany
VAO,Suavanao Airport,Suavanao,Solomon Islands
SFH,Sub Teniente Nestor Arias,San Felipe,Venezuela
SFS,Subic Bay International Airport,Olongapo City,Philippines
FSC,Sud Corse,Figari,France
YSB,Sudbury,Sudbury,Canada
SGR,Sugar Land Regional Airport,Sugar Land,United States
SUL,Sui,Sui,Pakistan
THS,Sukhothai,Sukhothai,Thailand
SKC,Suki Airport,Suki,Papua New Guinea
SKZ,Sukkur,Sukkur,Pakistan
SLF,Sulayel,Sulayel,Saudi Arabia
OSO,Sulaymaniyah International Airport,Sulaymaniyah,Iraq
SZB,Sultan Abdul Aziz Shah Intl,Kuala Lumpur,Malaysia
AOR,Sultan Abdul Halim,Alor Setar,Malaysia
IPH,Sultan Azlan Shah,Ipoh,Malaysia
TTE,Sultan Babullah,Ternate,Indonesia
BTJ,Sultan Iskandarmuda,Banda Aceh,Indonesia
KBR,Sultan Ismail Petra,Kota Bahru,Malaysia
JHB,Sultan Ismail,Johor Bahru,Malaysia
PLM,Sultan Mahmud Badaruddin Ii,Palembang,Indonesia
TGG,Sultan Mahmud,Kuala Terengganu,Malaysia
PKU,Sultan Syarif Kasim Ii,Pekanbaru,Indonesia
DJB,Sultan Thaha,Jambi,Indonesia
SWQ,Sumbawa Besar Airport,Sumbawa Island,Indonesia
SWG,Sumbawa Besar,Sumbawa,Indonesia
LSI,Sumburgh,Sumburgh,United Kingdom
SUR,Summer Beaver Airport,Summer Beaver,Canada
YSU,Summerside,Summerside,Canada
SDL,Sundsvall Harnosand,Sundsvall,Sweden
TSA,Sungshan,Taipei,Taiwan
NYI,Sunyani,Sunyani,Ghana
PNK,Supadio,Pontianak,Indonesia
URT,Surat Thani,Surat Thani,Thailand
STV,Surat,Surat,India
SGC,Surgut,Surgut,Russia
SUG,Surigao Airport,\N,Philippines
SKH,Surkhet,Surkhet,Nepal
SQC,Susilo,Sintang,Indonesia
BKK,Suvarnabhumi Intl,Bangkok,Thailand
VAW,Svartnes Airport,VardÃ¸,Norway
EVG,Sveg,Sveg,Sweden
SVJ,SvolvÃ¦r Helle Airport,SvolvÃ¦r,Norway
SWP,Swakopmund Airport,Swakopmund,Namibia
ZJN,Swan River Airport,Swan River,Canada
SWS,Swansea,Swansea,United Kingdom
YYN,Swift Current,Swift Current,Canada
BDJ,Syamsudin Noor,Banjarmasin,Indonesia
BWU,Sydney Bankstown,Sydney,Australia
SYD,Sydney Intl,Sydney,Australia
YQY,Sydney,Sydney,Canada
SCW,Syktyvkar,Syktyvkar,Russia
SYR,Syracuse Hancock Intl,Syracuse,United States
JSY,Syros Airport,Syros Island,Greece
SOB,SÃ¡rmellÃ©k International Airport,SÃ¡rmellÃ©k,Hungary
TCP,Taba Intl,Taba,Egypt
TBT,Tabatinga,Tabatinga,Brazil
PDG,Tabing,Padang,Indonesia
TBF,Tabiteuea North,Tabiteuea North,Kiribati
TBO,Tabora Airport,Tabora,Tanzania
TBZ,Tabriz Intl,Tabriz,Iran
TBG,Tabubil Airport,Tabubil,Papua New Guinea
TUU,Tabuk,Tabuk,Saudi Arabia
THL,Tachileik,Tachilek,Burma
ATP,Tadji Airport,Aitape,Papua New Guinea
TAF,Tafaraoui,Oran,Algeria
TAG,Tagbilaran,Tagbilaran,Philippines
THZ,Tahoua,Tahoua,Niger
RMQ,Taichung,Shalu,Taiwan
TIF,Taif,Taif,Saudi Arabia
TNN,Tainan,Tainan,Taiwan
HRB,Taiping,Harbin,China
TAI,Taiz Intl,Taiz,Yemen
PAZ,Tajin,Poza Rico,Mexico
TAK,Takamatsu,Takamatsu,Japan
TKP,Takapoto,Takapoto,French Polynesia
TKX,Takaroa,Takaroa,French Polynesia
TKD,Takoradi,Takoradi,Ghana
ARH,Talagi,Arkhangelsk,Russia
BJZ,Talavera La Real,Badajoz,Spain
BDN,Talhar,Talhar,Pakistan
TKA,Talkeetna,Talkeetna,United States
TLH,Tallahassee Rgnl,Tallahassee,United States
TLL,Tallinn,Tallinn-ulemiste International,Estonia
YYH,Taloyoak,Spence Bay,Canada
TML,Tamale,Tamale,Ghana
TMR,Tamanrasset,Tamanrasset,Algeria
TUD,Tambacounda,Tambacounda,Senegal
WTA,Tambohorano Airport,Tambohorano,Madagascar
TMC,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia
TME,Tame,Tame,Colombia
TPA,Tampa Intl,Tampa,United States
TMP,Tampere Pirkkala,Tampere,Finland
TSL,Tamuin,Tamuin,Mexico
TMW,Tamworth,Tamworth,Australia
CNF,Tancredo Neves Intl,Belo Horizonte,Brazil
TDG,Tandag Airport,\N,Philippines
TDL,Tandil,Tandil,Argentina
TGT,Tanga,Tanga,Tanzania
TJS,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,Indonesia
TAH,Tanna island,Tanna,Vanuatu
SGN,Tansonnhat Intl,Ho Chi Minh City,Vietnam
TPE,Taoyuan Intl,Taipei,Taiwan
TAP,Tapachula Intl,Tapachula,Mexico
TPJ,Taplejung,Taplejung,Nepal
TRA,Tarama,Taramajima,Japan
TCD,TarapacÃ¡ Airport,TarapacÃ¡,Colombia
TPC,Tarapoa,Tarapoa,Ecuador
XVF,Tarare,Vilefrance,France
DMB,Taraz,Dzhambul,Kazakhstan
TIZ,Tari Airport,Tari,Papua New Guinea
TAY,Tartu,Tartu-ulenurme,Estonia
TLJ,Tatalina Lrrs,Tatalina,United States
TAT,Tatry,Poprad,Slovakia
TUO,Taupo,Taupo,New Zealand
TRG,Tauranga,Tauranga,New Zealand
BAY,Tautii Magheraus,Baia Mare,Romania
DLE,Tavaux,Dole,France
PBJ,Tavie Airport,Paama Island,Vanuatu
TWU,Tawau,Tawau,Malaysia
TBS,Tbilisi,Tbilisi,Georgia
TCH,Tchibanga Airport,Tchibanga,Gabon
ANC,Ted Stevens Anchorage Intl,Anchorage,United States
TFF,Tefe,Tefe,Brazil
TXL,Tegel,Berlin,Germany
TCN,Tehuacan,Tehuacan,Mexico
TEA,Tela,Tela,Honduras
TEX,Telluride,Telluride,United States
SRI,Temindung,Samarinda,Indonesia
THF,Tempelhof,Berlin,Germany
UDI,Ten Cel Av Cesar Bombonato,Uberlandia,Brazil
TFN,Tenerife Norte,Tenerife,Spain
TFS,Tenerife Sur,Tenerife,Spain
CUZ,Teniente Alejandro Velasco Astete Intl,Cuzco,Peru
TUC,Teniente Benjamin Matienzo,Tucuman,Argentina
TUA,Teniente Coronel Luis A Mantilla,Tulcan,Ecuador
CHM,Teniente Jaime A De Montreuil Morales,Chimbote,Peru
GXQ,Teniente Vidal,Coyhaique,Chile
TCA,Tennant Creek Airport,Tennant Creek,Australia
TPQ,Tepic,Tepic,Mexico
TMJ,Termez Airport,Termez,Uzbekistan
YXT,Terrace,Terrace,Canada
EIS,Terrance B Lettsome Intl,Roadtown/beef Island,British Virgin Islands
HUF,Terre Haute Intl Hulman Fld,Terre Haute,United States
YZW,Teslin,Teslin,Canada
TET,Tete Chingodzi,Tete,Mozambique
TEB,Teterboro,Teterboro,United States
YGB,Texada Gillies Bay Airport,Texada,Canada
TXK,Texarkana Rgnl Webb Fld,Texarkana,United States
BEV,Teyman,Beer-sheba,Israel
TEZ,Tezpur Airport,\N,India
TMK,Thamkharka,Thamkharka,Nepal
SNW,Thandwe,Thandwe,Burma
THG,Thangool,Biloela,Australia
XTG,Thargomindah Airport,\N,Australia
YQD,The Pas Airport,The Pas,Canada
PVD,Theodore Francis Green State,Providence,United States
TRV,Thiruvananthapuram Intl,Trivandrum,India
TED,Thisted,Thisted,Denmark
YTH,Thompson,Thompson,Canada
THO,Thorshofn Airport,Thorshofn,Iceland
THU,Thule Air Base,Thule,Greenland
TTH,Thumrait,Thumrait,Oman
YQT,Thunder Bay,Thunder Bay,Canada
SFA,Thyna,Sfax,Tunisia
WUH,Tianhe,Wuhan,China
TIY,Tidjikja,Tidjikja,Mauritania
TGJ,Tiga Airport,Tiga,New Caledonia
TIH,Tikehau,Tikehau,French Polynesia
TKC,Tiko,Tiko,Cameroon
IKS,Tiksi Airport,Tiksi,Russia
BVA,Tille,Beauvais,France
TIU,Timaru,Timaru,New Zealand
TMX,Timimoun,Timimoun,Algeria
YXR,Timiskaming Rgnl,Earlton,Canada
YTS,Timmins,Timmins,Canada
TIN,Tindouf,Tindouf,Algeria
TIK,Tinker Afb,Oklahoma City,United States
KTP,Tinson Pen,Kingston,Jamaica
TIE,Tippi Airport,Tippi,Ethiopia
FME,Tipton,Fort Meade,United States
TIA,Tirana Rinas,Tirana,Albania
TRE,Tiree,Tiree,United Kingdom
TRZ,Tiruchirappalli,Tiruchchirappalli,India
TIR,Tirupati,Tirupeti,India
DJG,Tiska,Djanet,Algeria
TIV,Tivat,Tivat,Montenegro
PKY,Tjilik Riwut,Palangkaraya,Indonesia
TXA,Tlaxcala,Tlaxcala,Mexico
TMM,Toamasina,Toamasina,Madagascar
SYQ,Tobias Bolanos International Airport,San Jose,Costa Rica
PTY,Tocumen Intl,Panama City,Panama
YAZ,Tofino,Tofino,Canada
RAB,Tokua Airport,\N,Papua New Guinea
TKN,Tokunoshima,Tokunoshima,Japan
TKS,Tokushima,Tokushima,Japan
HND,Tokyo Intl,Tokyo,Japan
FTU,Tolagnaro,Tolagnaro,Madagascar
TOW,Toledo Airport,Toledo,Brazil
TOL,Toledo,Toledo,United States
TLE,Toliara,Toliara,Madagascar
OVB,Tolmachevo,Novosibirsk,Russia
TMG,Tomanggong Airport,Tomanggong,Malaysia
TOM,Tombouctou,Tombouctou,Mali
TOF,Tomsk Bogashevo Airport,Tomsk,Russia
TGU,Toncontin Intl,Tegucigalpa,Honduras
TGO,Tongliao Airport,Tongliao,China
TGH,Tongoa Island Airport,Tongoa Island,Vanuatu
TNX,Tonopah Test Range,Tonopah,United States
TRN,Torino,Torino,Italy
TRF,Torp,Torp,Norway
TOJ,Torrejon,Madrid,Spain
TRC,Torreon Intl,Torreon,Mexico
TOH,Torres Airstrip,Loh/Linua,Vanuatu
TYF,Torsby Airport,\N,Sweden
TTB,Tortoli,Tortoli,Italy
GMR,Totegegie,Totegegie,French Polynesia
TTJ,Tottori,Tottori,Japan
AZR,Touat Cheikh Sidi Mohamed Belkebir,Adrar,Algeria
TOU,Touho,Touho,New Caledonia
XHE,Toulon-HyÃ¨res Airport,Toulon/HyÃ¨res/Le Palyvestre,France
PAP,Toussaint Louverture Intl,Port-au-prince,Haiti
TNF,Toussus Le Noble,Toussous-le-noble,France
TSV,Townsville,Townsville,Australia
TOY,Toyama,Toyama,Japan
TZX,Trabzon,Trabzon,Turkey
TSR,Traian Vuia,Timisoara,Romania
TST,Trang,Trang,Thailand
TGM,Transilvania Targu Mures,Tirgu Mures,Romania
TPS,Trapani Birgi,Trapani,Italy
TDX,Trat,Trat,Thailand
SUU,Travis Afb,Fairfield,United States
TCB,Treasure Cay,Treasure Cay,Bahamas
TTN,Trenton Mercer,Trenton,United States
YTR,Trenton,Trenton,Canada
PUU,Tres De Mayo,Puerto Asis,Colombia
TSF,Treviso,Treviso,Italy
PSC,Tri Cities Airport,Pasco,United States
HTS,Tri State Milton J Ferguson Field,Huntington,United States
TRI,Tri-Cities Regional Airport,BRISTOL,United States
KTM,Tribhuvan Intl,Kathmandu,Nepal
ZQF,Trier Fohren,Trier,Germany
TIP,Tripoli Intl,Tripoli,Libya
THN,Trollhattan Vanersborg,Trollhattan,Sweden
TCS,Truth Or Consequences Muni,Truth Or Consequences,United States
VCA,TrÃ  NÃ³c Airport,Can Tho,Vietnam
TTS,Tsaratanana Airport,Tsaratanana,Madagascar
TSH,Tshikapa Airport,Tshikapa,Congo (Kinshasa)
MAT,Tshimpi Airport,Matadi,Congo (Kinshasa)
WTS,Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar
CNW,Tstc Waco,Waco,United States
TSJ,Tsushima,Tsushima,Japan
TDD,Tte Av Jorge Henrich Arauz,Trinidad,Bolivia
PSZ,Tte De Av Salvador Ogaya G,Puerto Suarez,Bolivia
TUB,Tubuai,Tubuai,French Polynesia
TUS,Tucson Intl,Tucson,United States
TCC,Tucumcari Muni,Tucumcari,United States
TUV,Tucupita,Tucupita,Venezuela
TUR,Tucurui,Tucurui,Brazil
TFI,Tufi Airport,Tufi,Papua New Guinea
TUG,Tuguegarao Airport,\N,Philippines
YUB,Tuktoyaktuk,Tuktoyaktuk,Canada
ZFN,Tulita,Tulita,Canada
TUL,Tulsa Intl,Tulsa,United States
DNP,Tulsipur,Dang,Nepal
TMI,Tumling Tar,Tumling Tar,Nepal
CXP,Tunggul Wulung,Cilacap,Indonesia
TXN,Tunxi International Airport,Huangshan,China
TUP,Tupelo Regional Airport,Tupelo,United States
TUI,Turaif,Turaif,Saudi Arabia
BRQ,Turany,Turany,Czech Republic
TUK,Turbat International Airport,Turbat,Pakistan
TRB,Turbat Intl,Turbo,Pakistan
CRZ,Turkmenabat,Turkmenabat,Turkmenistan
KRW,Turkmenbashi,Krasnovodsk,Turkmenistan
TKU,Turku,Turku,Finland
TCL,Tuscaloosa Rgnl,Tuscaloosa AL,United States
HVN,Tweed-New Haven Airport,New Haven,United States
ENS,Twenthe,Enschede,Netherlands
NXP,Twentynine Palms Eaf,Twenty Nine Palms,United States
TYR,Tyler Pounds Rgnl,Tyler,United States
PAM,Tyndall Afb,Panama City,United States
LTA,Tzaneen,Tzaneen,South Africa
ZTB,TÃªte-Ã -la-Baleine Airport,TÃªte-Ã -la-Baleine,Canada
UTP,U Taphao Intl,Pattaya,Thailand
UAH,Ua Huka Airport,Ua Huka,French Polynesia
UAP,Ua Pou Airport,Ua Pou,French Polynesia
QUB,Ubari Airport,Ubari,Libya
UBA,Uberaba,Uberaba,Brazil
UBP,Ubon Ratchathani,Ubon Ratchathani,Thailand
UDR,Udaipur,Udaipur,India
UTH,Udon Thani,Udon Thani,Thailand
UFA,Ufa,Ufa,Russia
DYR,Ugolny Airport,Anadyr,Russia
UGO,Uige,Uige,Angola
UJE,Ujae Atoll Airport,Ujae Atoll,Marshall Islands
UCT,Ukhta,Ukhta,Russia
HLH,Ulanhot Airport,Ulanhot,China
USN,Ulsan,Ulsan,South Korea
YHI,Ulukhaktok Holman,Holman Island,Canada
ULY,Ulyanovsk East Airport,Ulyanovsk,Russia
ULB,UlÃ©i Airport,Ambryn Island,Vanuatu
UME,Umea,Umea,Sweden
YUD,Umiujaq Airport,Umiujaq,Canada
DUT,Unalaska,Unalaska,United States
UNI,Union Island International Airport,Union Island,Saint Vincent and the Grenadines
SCE,University Park Airport,State College Pennsylvania,United States
JUV,Upernavik Airport,Upernavik,Greenland
UTN,Upington,Upington,South Africa
UPP,Upolu,Opolu,United States
URJ,Uraj,Uraj,Russia
URA,Uralsk,Uralsk,Kazakhstan
YBE,Uranium City Airport,Uranium City,Canada
UGC,Urgench Airport,Urgench,Uzbekistan
OMH,Uromiyeh Airport,\N,Iran
ATD,Uru Harbour Airport,Atoifi,Solomon Islands
USQ,Usak Airport,\N,Turkey
USH,Ushuaia Malvinas Argentinas,Ushuaia,Argentina
IPN,Usiminas,Ipatinga,Brazil
USK,Usinsk,Usinsk,Russia
UKK,Ust Kamenogorsk Airport,Ust Kamenogorsk,Kazakhstan
UIK,Ust-Ilimsk,Ust Ilimsk,Russia
UII,Utila Airport,Utila,Honduras
UTK,Utirik Airport,Utirik Island,Marshall Islands
QVY,Utti,Utti,Finland
MCX,Uytash,Makhachkala,Russia
UDJ,Uzhhorod International Airport,\N,Ukraine
HKV,Uzundzhovo,Haskovo,Bulgaria
ANU,V C Bird Intl,Antigua,Antigua and Barbuda
VAA,Vaasa,Vaasa,Finland
BDQ,Vadodara,Baroda,India
TRD,Vaernes,Trondheim,Norway
FAE,Vagar,Vagar,Faroe Islands
YVO,Val D Or,Val D'or,Canada
BEL,Val De Cans Intl,Belem,Brazil
TUF,Val De Loire,Tours,France
HVG,Valan,Honningsvag,Norway
VDZ,Valdez Pioneer Fld,Valdez,United States
VLD,Valdosta Regional Airport,Valdosta,United States
VLC,Valencia,Valencia,Spain
VLS,Valesdir Airport,Valesdir,Vanuatu
LID,Valkenburg,Valkenburg,Netherlands
VLL,Valladolid,Valladolid,Spain
VDP,Valle De La Pascua,Valle De La Pascua,Venezuela
LMM,Valle Del Fuerte Intl,Los Mochis,Mexico
URO,Vallee De Seine,Rouen,France
HRL,Valley Intl,Harlingen,United States
VNY,Van Nuys,Van Nuys,United States
VAN,Van,Van,Turkey
END,Vance Afb,Enid,United States
NEV,Vance Winkworth Amory International Airport,\N,Saint Kitts and Nevis
CXH,Vancouver Coal Harbour,Vancouver,Canada
YHC,Vancouver Harbour Water Airport,\N,Canada
YVR,Vancouver Intl,Vancouver,Canada
VBG,Vandenberg Afb,Lompoc,United States
VVC,Vanguardia,Villavicencio,Colombia
VAI,Vanimo Airport,\N,Papua New Guinea
VBV,Vanua Balavu Airport,Vanua Balavu,Fiji
VNS,Varanasi,Varanasi,India
VRK,Varkaus,Varkaus,Finland
VAR,Varna,Varna,Bulgaria
VST,Vasteras,Vasteras,Sweden
VAV,Vavau Intl,Vava'u,Tonga
VCE,Venezia Tessera,Venice,Italy
VTS,Ventspils International Airport,Ventspils,Latvia
VNT,Ventspils Intl,Ventspils,Latvia
JUI,Verkehrslandeplatz Juist,Juist,Germany
YVG,Vermilion,Vermillion,Canada
VRB,Vero Beach Muni,Vero Beach,United States
VEY,Vestmannaeyjar,Vestmannaeyjar,Iceland
BZR,Vias,Beziers,France
VIC,Vicenza,Vicenza,Italy
VFA,Victoria Falls Intl,Victoria Falls,Zimbabwe
YWH,Victoria Inner Harbour Airport,Victoria,Canada
YYJ,Victoria Intl,Victoria,Canada
VCT,Victoria Regional Airport,Victoria,United States
VCD,Victoria River Downs Airport,\N,Australia
VGO,Vigo,Vigo,Spain
AES,Vigra,Alesund,Norway
VGA,Vijayawada,Vijayawada,India
VRL,Vila Real,Vila Real,Portugal
VNX,Vilankulo,Vilankulu,Mozambique
VHM,Vilhelmina,Vilhelmina,Sweden
BVH,Vilhena,Vilhena,Brazil
VDR,Villa Dolores,Villa Dolores,Argentina
VLG,Villa Gesell,Villa Gesell,Argentina
VRN,Villafranca,Villafranca,Italy
VNO,Vilnius Intl,Vilnius,Lithuania
CYO,Vilo Acuna Intl,Cayo,Cuba
VII,Vinh Airport,\N,Vietnam
VRC,Virac Airport,Virac,Philippines
CPQ,Viracopos Airport,Campinas,Brazil
VCP,Viracopos,Campinas,Brazil
VIJ,Virgin Gorda Airport,Spanish Town,British Virgin Islands
VIR,Virginia,Durban,South Africa
VVI,Viru Viru Intl,Santa Cruz,Bolivia
VBY,Visby,Visby,Sweden
VTZ,Vishakhapatnam,Vishakhapatnam,India
VTB,Vitebsk,Vitebsk,Belarus
VIT,Vitoria,Vitoria,Spain
AAQ,Vityazevo,Anapa,Russia
VDC,VitÃ³ria da Conquista Airport,VitÃ³ria Da Conquista,Brazil
VKO,Vnukovo,Moscow,Russia
VOH,Vohimarina,Vohemar,Madagascar
VPN,VopnafjÃ¶rÃ°ur Airport,VopnafjÃ¶rÃ°ur,Iceland
VKT,Vorkuta Airport,Vorkuta,Russia
VRU,Vryburg,Vryburg,South Africa
KDV,Vunisea Airport,Vunisea,Fiji
VRY,VÃ¦rÃ¸y Heliport,VÃ¦rÃ¸y,Norway
YWK,Wabush,Wabush,Canada
ACT,Waco Rgnl,Waco,United States
WTN,Waddington,Waddington,United Kingdom
EWD,Wadi Al Dawasir Airport,\N,Saudi Arabia
WGA,Wagga Wagga,Wagga Wagga,Australia
MOF,Wai Oti,Maumere,Indonesia
SWA,Wai Sha Airport,Shantou,China
MUE,Waimea Kohala,Kamuela,United States
K03,Wainwright As,Fort Wainwright,United States
WJR,Wajir,Wajir,Kenya
WKJ,Wakkanai,Wakkanai,Japan
JRB,Wall Street Heliport,New York,United States
ALW,Walla Walla Regional Airport,Walla Walla,United States
AXA,Wallblake,The Valley,Anguilla
WLS,Wallis,Wallis,Wallis and Futuna
WAL,Wallops Flight Facility,Wallops Island,United States
BWF,Walney Island,Barrow Island,United Kingdom
WMX,Wamena,Wamena,Indonesia
WKA,Wanaka,Wanaka,New Zealand
WOT,Wang An,Wang An,Taiwan
WAG,Wanganui,Wanganui,New Zealand
WXN,Wanxian Airport,Wanxian,China
WBM,Wapenamanda Airport,\N,Papua New Guinea
SYU,Warraber Island Airport,Sue Islet,Australia
TJG,Warukin Airport,Tanjung-Borneo Island,Indonesia
IAD,Washington Dulles Intl,Washington,United States
YKQ,Waskaganish Airport,Waskaganish,Canada
WAT,Waterford,Waterford,Ireland
ALO,Waterloo Regional Airport,Waterloo,United States
YKF,Waterloo,Waterloo,Canada
ART,Watertown Intl,Watertown,United States
ATY,Watertown Regional Airport,Watertown,United States
YQH,Watson Lake,Watson Lake,Canada
VTE,Wattay Intl,Vientiane,Laos
UGN,Waukegan Rgnl,Chicago,United States
TBN,Waynesville Rgnl Arpt At Forney Fld,Fort Leonardwood,United States
YWP,Webequie Airport,Webequie,Canada
WEF,Weifang Airport,Weifang,China
WEH,Weihai Airport,Weihai,China
WEI,Weipa,Weipa,Australia
EJH,Wejh,Wejh,Saudi Arabia
WEL,Welkom,Welkom,South Africa
WLG,Wellington Intl,Wellington,New Zealand
YNC,Wemindji Airport,Wemindji,Canada
ENV,Wendover,Wendover,United States
WNZ,Wenzhou Yongqiang Airport,Wenzhou,China
IWS,West Houston,Houston,United States
HPN,Westchester Co,White Plains,United States
GWT,Westerland Sylt,Westerland,Germany
BFF,Western Nebraska Regional Airport,Scottsbluff,United States
WST,Weston Airport,Leixlip,Ireland
CEF,Westover Arb Metropolitan,Chicopee Falls,United States
WSZ,Westport,Westport,New Zealand
WRY,Westray Airport,Westray,United Kingdom
QKT,Wevelgem,Kortrijk-vevelgem,Belgium
WWK,Wewak Intl,Wewak,Papua New Guinea
WHK,Whakatane,Whakatane,New Zealand
YXN,Whale Cove Airport,Whale Cove,Canada
WRE,Whangarei,Whangarei,New Zealand
YLE,WhatÃ¬ Airport,WhatÃ¬,Canada
HHI,Wheeler Aaf,Wheeler Afb.,United States
GTB,Wheeler Sack Aaf,Fort Drum,United States
NUW,Whidbey Island Nas,Whidbey Island,United States
YWS,Whistler/Green Lake Water Aerodrome,Whistler,Canada
YZU,Whitecourt,Whitecourt,Canada
YXY,Whitehorse Intl,Whitehorse,Canada
SZL,Whiteman Afb,Knobnoster,United States
NSE,Whiting Fld Nas North,Milton,United States
WYA,Whyalla Airport,Whyalla,Australia
YVV,Wiarton,Wiarton,Canada
ICT,Wichita Mid Continent,Wichita,United States
WIC,Wick,Wick,United Kingdom
BRW,Wiley Post Will Rogers Mem,Barrow,United States
WVN,Wilhelmshaven Mariensiel,Wilhelmshaven,Germany
AVP,Wilkes Barre Scranton Intl,Scranton,United States
OKC,Will Rogers World,Oklahoma City,United States
HOU,William P Hobby,Houston,United States
CLM,William R Fairchild International Airport,Port Angeles,United States
YWM,Williams Harbour Airport,Williams Harbour,Canada
YWL,Williams Lake,Williams Lake,Canada
IPT,Williamsport Rgnl,Williamsport,United States
NXX,Willow Grove Nas Jrb,Willow Grove,United States
YIP,Willow Run,Detroit,United States
ILM,Wilmington Intl,Wilmington,United States
WUN,Wiluna Airport,\N,Australia
WDH,Windhoek Hosea Kutako International Airport ,Windhoek,Namibia
WNR,Windorah Airport,\N,Australia
YQG,Windsor,Windsor,Canada
INK,Winkler Co,Wink,United States
YWG,Winnipeg Intl,Winnipeg,Canada
YAV,Winnipeg St Andrews,Winnipeg,Canada
WIN,Winton Airport,\N,Australia
WPM,Wipim Airport,Wipim,Papua New Guinea
WRZ,Wirawila Airport,\N,Sri Lanka
WOE,Woensdrecht,Woensdrecht,Netherlands
KLU,Woerthersee International Airport,Klagenfurt,Austria
WJA,Woja Airport,Majuro Atoll,Marshall Islands
GGW,Wokal Field Glasgow International Airport,Glasgow,United States
ZWL,Wollaston Lake Airport,Wollaston Lake,Canada
WOL,Wollongong Airport,\N,Australia
KDI,Wolter Monginsidi,Kendari,Indonesia
PRY,Wonderboom,Pretoria,South Africa
WJU,Wonju Airport,\N,South Korea
BHE,Woodbourne,Woodbourne,New Zealand
UMR,Woomera,Woomera,Australia
WRL,Worland Municipal Airport,Worland,United States
WTO,Wotho Island Airport,Wotho Island,Marshall Islands
WTE,Wotje Atoll Airport,Wotje Atoll,Marshall Islands
WRG,Wrangell Airport,Wrangell,United States
LHW,Wright Aaf,Wright,United States
FFO,Wright Patterson Afb,Dayton,United States
YWY,Wrigley,Wrigley,Canada
KMG,Wujiaba,Kunming,China
WNN,Wunnumin Lake Airport,Wunnumin Lake,Canada
TYN,Wusu,Taiyuan,China
WUX,Wuxi Airport,Wuxi,China
NNG,Wuxu,Nanning,China
BWT,Wynyard Airport,Burnie,Australia
XGN,Xangongo,Xangongo,Angola
GZM,Xewkija Heliport,Gozo,Malta
XFN,Xiangfan Airport,Xiangfan,China
XIY,Xianyang,Xi'an,China
HGH,Xiaoshan,Hangzhou,China
XKH,Xieng Khouang,Phon Savan,Laos
XIL,Xilinhot Airport,Xilinhot,China
XNN,Xining Caojiabu Airport,Xining,China
CGO,Xinzheng,Zhengzhou,China
OAX,Xoxocotlan Intl,Oaxaca,Mexico
XUZ,Xuzhou Guanyin Airport,Xuzhou,China
BYC,Yacuiba,Yacuiba,Bolivia
YKM,Yakima Air Terminal McAllister Field,Yakima,United States
JOS,Yakubu Gowon,Jos,Nigeria
KUM,Yakushima,Yakushima,Japan
YKS,Yakutsk,Yakutsk,Russia
XMY,Yam Island Airport,Yam Island,Australia
GAJ,Yamagata,Yamagata,Japan
UBJ,Yamaguchi Ube,Yamaguchi,Japan
ASK,Yamoussoukro,Yamoussoukro,Cote d'Ivoire
HDN,Yampa Valley,Hayden,United States
ENY,Yan'an Airport,Yan'an,China
YNZ,Yancheng Airport,Yancheng,China
RGN,Yangon Intl,Yangon,Burma
YNY,Yangyang International Airport,Sokcho / Gangneung,South Korea
YNJ,Yanji Airport,\N,China
YAO,Yaounde Ville,Yaounde,Cameroon
YAP,Yap Intl,Yap,Micronesia
EJA,Yariguies,Barrancabermeja,Colombia
GZA,Yasser Arafat Intl,Gaza,Palestine
AZD,Yazd Shahid Sadooghi,Yazd,Iran
CRW,Yeager,Charleston,United States
YEC,Yecheon,Yechon,South Korea
PKC,Yelizovo,Petropavlovsk,Russia
YZF,Yellowknife,Yellowknife,Canada
COD,Yellowstone Rgnl,Cody,United States
YNB,Yenbo,Yenbo,Saudi Arabia
EIE,Yeniseysk Airport,Yeniseysk,Russia
RSU,Yeosu,Yeosu,South Korea
YEO,Yeovilton,Yeovilton,United Kingdom
YBP,Yibin,Yibin,China
YIH,Yichang Airport,Yichang,China
INC,Yinchuan,Yinchuan,China
YIN,Yining Airport,Yining,China
YIW,Yiwu Airport,Yiwu,China
OKO,Yokota Ab,Yokota,Japan
YOL,Yola,Yola,Nigeria
